n, alg1_cmp, alg1_swaps, alg1_time, alg2_cmp, alg2_swaps, alg2_time
514,       64133,       63626,       36,       3979,       1958,       39
515,       64411,       63903,       36,       3997,       1973,       36
516,       64865,       64356,       36,       3991,       1994,       39
517,       65286,       64776,       36,       4008,       1995,       36
518,       65525,       65014,       37,       4018,       2003,       38
519,       65633,       65121,       37,       4024,       1997,       35
520,       66017,       65504,       37,       4015,       2012,       28
521,       66514,       66000,       37,       4028,       2025,       23
522,       66648,       66133,       37,       4042,       2030,       26
523,       67065,       66549,       37,       4058,       2042,       25
524,       67150,       66633,       37,       4070,       2054,       27
525,       67218,       66700,       38,       4086,       2074,       24
526,       67512,       66993,       38,       4087,       2077,       27
527,       67993,       67473,       38,       4100,       2086,       26
528,       68223,       67702,       38,       4103,       2079,       29
529,       68454,       67932,       38,       4116,       2091,       24
530,       68637,       68114,       43,       4132,       2113,       28
531,       69139,       68615,       45,       4132,       2103,       29
532,       69502,       68977,       39,       4135,       2115,       28
533,       69919,       69393,       39,       4146,       2118,       24
534,       70080,       69553,       39,       4160,       2114,       28
535,       70591,       70063,       39,       4176,       2121,       26
536,       70701,       70172,       39,       4162,       2113,       29
537,       70708,       70178,       39,       4173,       2103,       25
538,       70864,       70333,       39,       4179,       2114,       26
539,       71311,       70779,       40,       4204,       2128,       26
540,       71551,       71018,       40,       4225,       2139,       28
541,       71690,       71156,       40,       4236,       2155,       26
542,       72072,       71537,       40,       4244,       2154,       28
543,       72551,       72015,       41,       4244,       2160,       27
544,       72660,       72123,       41,       4273,       2191,       30
545,       73016,       72478,       41,       4283,       2200,       24
546,       73377,       72838,       41,       4272,       2169,       30
547,       73392,       72852,       41,       4293,       2169,       25
548,       73399,       72858,       41,       4299,       2206,       28
549,       73823,       73281,       41,       4307,       2202,       26
550,       74018,       73475,       41,       4323,       2211,       27
551,       74291,       73747,       42,       4328,       2225,       27
552,       74371,       73826,       41,       4334,       2200,       30
553,       74564,       74018,       42,       4342,       2203,       25
554,       74914,       74367,       42,       4348,       2206,       28
555,       75396,       74848,       42,       4363,       2218,       26
556,       75576,       75027,       42,       4378,       2236,       29
557,       76119,       75569,       42,       4380,       2226,       26
558,       76129,       75578,       42,       4371,       2198,       29
559,       76681,       76129,       43,       4401,       2215,       27
560,       76863,       76310,       43,       4389,       2241,       30
561,       77067,       76513,       43,       4403,       2245,       25
562,       77201,       76646,       43,       4407,       2264,       28
563,       77480,       76924,       43,       4430,       2292,       26
564,       77896,       77339,       43,       4431,       2253,       29
565,       78429,       77871,       44,       4444,       2259,       26
566,       78465,       77906,       44,       4462,       2270,       28
567,       78692,       78132,       44,       4470,       2274,       27
568,       78735,       78174,       44,       4483,       2289,       31
569,       79248,       78686,       44,       4491,       2302,       26
570,       79483,       78920,       44,       4485,       2293,       29
571,       79918,       79354,       44,       4506,       2293,       27
572,       80441,       79876,       45,       4529,       2332,       30
573,       80799,       80233,       45,       4534,       2327,       27
574,       81321,       80754,       45,       4556,       2326,       29
575,       81779,       81211,       45,       4554,       2315,       27
576,       82153,       81584,       45,       4553,       2298,       31
577,       82670,       82100,       46,       4564,       2310,       26
578,       83164,       82593,       46,       4572,       2324,       29
579,       83188,       82616,       46,       4579,       2328,       27
580,       83543,       82970,       46,       4595,       2328,       29
581,       83801,       83227,       47,       4602,       2330,       26
582,       84361,       83786,       47,       4621,       2364,       30
583,       84648,       84072,       47,       4616,       2369,       28
584,       84660,       84083,       47,       4647,       2380,       32
585,       84829,       84251,       47,       4651,       2380,       27
586,       85383,       84804,       47,       4656,       2394,       29
587,       85563,       84983,       47,       4669,       2396,       28
588,       85869,       85288,       47,       4674,       2415,       31
589,       85964,       85382,       48,       4692,       2407,       28
590,       86545,       85962,       48,       4710,       2415,       30
591,       86889,       86305,       48,       4723,       2418,       31
592,       87434,       86849,       48,       4705,       2417,       32
593,       88020,       87434,       49,       4712,       2429,       27
594,       88607,       88020,       49,       4715,       2409,       29
595,       88848,       88260,       69,       4733,       2420,       46
596,       89092,       88503,       78,       4738,       2435,       51
597,       89542,       88952,       92,       4752,       2447,       48
598,       89606,       89015,       68,       4772,       2453,       31
599,       90146,       89554,       50,       4771,       2446,       29
600,       90335,       89742,       50,       4789,       2447,       32
601,       90453,       89859,       50,       4797,       2456,       27
602,       91004,       90409,       52,       4805,       2488,       32
603,       91169,       90573,       57,       4810,       2488,       29
604,       91532,       90935,       50,       4807,       2470,       31
605,       91625,       91027,       51,       4809,       2458,       29
606,       91984,       91385,       51,       4826,       2475,       32
607,       92069,       91469,       51,       4850,       2508,       29
608,       92359,       91758,       51,       4855,       2509,       33
609,       92845,       92243,       52,       4866,       2523,       28
610,       93129,       92526,       52,       4877,       2531,       30
611,       93522,       92918,       52,       4875,       2527,       30
612,       93986,       93381,       52,       4899,       2541,       33
613,       94534,       93928,       52,       4916,       2562,       28
614,       94804,       94197,       52,       4920,       2565,       31
615,       95077,       94469,       53,       4932,       2567,       30
616,       95460,       94851,       53,       4945,       2536,       34
617,       96021,       95411,       53,       4947,       2544,       29
618,       96432,       95821,       53,       4960,       2541,       64
619,       96635,       96023,       53,       4982,       2575,       36
620,       96646,       96033,       53,       4969,       2551,       29
621,       96968,       96354,       54,       4976,       2570,       24
622,       97064,       96449,       53,       4980,       2556,       27
623,       97511,       96895,       54,       5001,       2579,       28
624,       97696,       97079,       54,       5024,       2625,       29
625,       98147,       97529,       54,       5034,       2626,       22
626,       98681,       98062,       54,       5043,       2617,       26
627,       98758,       98138,       54,       5044,       2619,       25
628,       98851,       98230,       54,       5043,       2610,       27
629,       99176,       98554,       55,       5055,       2617,       23
630,       99581,       98958,       55,       5075,       2612,       26
631,       99958,       99334,       55,       5091,       2627,       24
632,       100110,       99485,       55,       5089,       2635,       33
633,       100431,       99805,       55,       5096,       2637,       24
634,       100917,       100290,       55,       5108,       2624,       26
635,       101111,       100483,       56,       5110,       2627,       24
636,       101651,       101022,       56,       5121,       2634,       28
637,       101765,       101135,       56,       5143,       2650,       23
638,       102066,       101435,       56,       5141,       2635,       27
639,       102544,       101912,       56,       5177,       2660,       26
640,       102630,       101997,       57,       5171,       2629,       29
641,       102873,       102239,       57,       5179,       2637,       22
642,       103274,       102639,       56,       5199,       2663,       26
643,       103632,       102996,       57,       5222,       2688,       24
644,       103654,       103017,       57,       5203,       2674,       28
645,       103720,       103082,       57,       5210,       2686,       23
646,       104154,       103515,       57,       5235,       2700,       27
647,       104755,       104115,       57,       5230,       2700,       25
648,       105020,       104379,       57,       5255,       2719,       29
649,       105338,       104696,       58,       5262,       2727,       23
650,       105345,       104702,       58,       5287,       2757,       26
651,       105740,       105096,       58,       5281,       2727,       24
652,       106040,       105395,       58,       5291,       2707,       29
653,       106492,       105846,       58,       5300,       2715,       24
654,       106565,       105918,       58,       5290,       2725,       28
655,       106733,       106085,       58,       5317,       2745,       25
656,       107330,       106681,       58,       5335,       2761,       30
657,       107756,       107106,       58,       5347,       2773,       23
658,       108013,       107362,       58,       5361,       2785,       26
659,       108217,       107565,       58,       5364,       2774,       24
660,       108454,       107801,       58,       5337,       2754,       28
661,       108557,       107903,       59,       5345,       2749,       24
662,       108768,       108113,       59,       5377,       2746,       27
663,       109220,       108564,       59,       5394,       2782,       25
664,       109258,       108601,       59,       5384,       2747,       30
665,       109361,       108703,       59,       5391,       2757,       24
666,       109840,       109181,       59,       5393,       2746,       27
667,       109949,       109289,       60,       5414,       2764,       25
668,       110130,       109469,       60,       5452,       2807,       30
669,       110732,       110070,       60,       5455,       2806,       25
670,       110869,       110206,       60,       5454,       2806,       29
671,       111244,       110580,       60,       5469,       2818,       29
672,       111617,       110952,       61,       5491,       2823,       31
673,       111738,       111072,       61,       5500,       2826,       24
674,       111773,       111106,       61,       5503,       2828,       27
675,       111774,       111106,       60,       5519,       2822,       24
676,       112127,       111458,       61,       5519,       2826,       29
677,       112295,       111625,       61,       5523,       2842,       25
678,       112372,       111701,       61,       5541,       2831,       27
679,       112795,       112123,       61,       5557,       2871,       26
680,       113421,       112748,       61,       5549,       2858,       30
681,       113963,       113289,       62,       5555,       2850,       29
682,       114072,       113397,       62,       5571,       2865,       30
683,       114639,       113963,       62,       5578,       2883,       27
684,       114762,       114085,       62,       5587,       2906,       31
685,       114953,       114275,       62,       5606,       2927,       26
686,       115095,       114416,       62,       5633,       2928,       29
687,       115512,       114832,       63,       5614,       2869,       27
688,       115868,       115187,       63,       5625,       2873,       33
689,       115885,       115203,       63,       5639,       2877,       26
690,       115963,       115280,       63,       5658,       2890,       28
691,       116531,       115847,       63,       5678,       2913,       28
692,       116627,       115942,       63,       5682,       2930,       30
693,       117231,       116545,       63,       5679,       2917,       26
694,       117646,       116959,       64,       5688,       2911,       29
695,       117673,       116985,       64,       5704,       2928,       27
696,       117729,       117040,       64,       5706,       2915,       31
697,       118198,       117508,       64,       5722,       2930,       26
698,       118329,       117638,       64,       5726,       2944,       29
699,       118606,       117914,       64,       5750,       2967,       27
700,       118708,       118015,       64,       5753,       2942,       31
701,       118739,       118045,       64,       5758,       2936,       27
702,       119102,       118407,       65,       5775,       2965,       30
703,       119269,       118573,       65,       5790,       2994,       28
704,       119495,       118798,       65,       5804,       2946,       32
705,       120049,       119351,       65,       5813,       2956,       26
706,       120551,       119852,       65,       5821,       2967,       42
707,       121247,       120547,       66,       5819,       2960,       30
708,       121867,       121166,       66,       5838,       3008,       30
709,       121992,       121290,       66,       5858,       3010,       26
710,       122078,       121375,       66,       5848,       2996,       29
711,       122087,       121383,       66,       5859,       3009,       27
712,       122112,       121407,       66,       5862,       2987,       32
713,       122137,       121431,       66,       5863,       2983,       27
714,       122639,       121932,       66,       5886,       3003,       29
715,       123287,       122579,       67,       5896,       3008,       27
716,       123686,       122977,       67,       5903,       3004,       31
717,       124329,       123619,       67,       5926,       3029,       27
718,       124441,       123730,       67,       5928,       3037,       30
719,       124613,       123901,       67,       5931,       3045,       29
720,       125185,       124472,       68,       5938,       3025,       33
721,       125721,       125007,       68,       5952,       3029,       39
722,       125809,       125094,       68,       5945,       3051,       29
723,       126274,       125558,       68,       5976,       3064,       27
724,       126530,       125813,       68,       5973,       3065,       32
725,       127079,       126361,       68,       5972,       3061,       27
726,       127611,       126892,       69,       5996,       3061,       30
727,       127644,       126924,       69,       5993,       3076,       29
728,       128303,       127582,       69,       6035,       3111,       33
729,       128682,       127960,       70,       6047,       3127,       27
730,       129226,       128503,       70,       6049,       3114,       30
731,       129455,       128731,       70,       6054,       3108,       28
732,       130001,       129276,       70,       6076,       3125,       32
733,       130268,       129542,       70,       6082,       3129,       28
734,       130453,       129726,       70,       6086,       3117,       34
735,       130875,       130147,       71,       6103,       3146,       30
736,       131558,       130829,       71,       6079,       3096,       35
737,       131984,       131254,       71,       6087,       3100,       27
738,       132408,       131677,       71,       6085,       3091,       30
739,       132721,       131989,       72,       6105,       3118,       28
740,       133365,       132632,       72,       6107,       3135,       32
741,       133841,       133107,       75,       6122,       3161,       35
742,       133975,       133240,       72,       6156,       3145,       31
743,       134274,       133538,       72,       6136,       3111,       30
744,       134985,       134248,       73,       6158,       3136,       34
745,       135457,       134719,       73,       6173,       3138,       28
746,       136021,       135282,       73,       6189,       3160,       31
747,       136256,       135516,       74,       6199,       3177,       30
748,       136838,       136097,       74,       6208,       3122,       33
749,       137119,       136377,       74,       6204,       3124,       29
750,       137477,       136734,       74,       6216,       3143,       32
751,       137978,       137234,       75,       6226,       3171,       30
752,       138218,       137473,       75,       6225,       3206,       36
753,       138466,       137720,       75,       6236,       3216,       29
754,       138634,       137887,       75,       6263,       3233,       31
755,       139093,       138345,       75,       6264,       3230,       29
756,       139117,       138368,       75,       6283,       3247,       33
757,       139589,       138839,       76,       6304,       3256,       29
758,       140013,       139262,       76,       6300,       3231,       33
759,       140056,       139304,       76,       6304,       3244,       30
760,       140613,       139860,       76,       6330,       3221,       35
761,       140677,       139923,       76,       6331,       3206,       29
762,       140720,       139965,       76,       6323,       3200,       32
763,       141422,       140666,       76,       6337,       3191,       30
764,       141473,       140716,       77,       6355,       3214,       37
765,       141730,       140972,       77,       6363,       3234,       29
766,       142405,       141646,       77,       6382,       3217,       33
767,       142962,       142202,       77,       6383,       3224,       31
768,       143273,       142512,       77,       6382,       3234,       36
769,       143379,       142617,       78,       6393,       3242,       29
770,       143942,       143179,       78,       6416,       3262,       32
771,       144669,       143905,       79,       6421,       3258,       29
772,       144794,       144029,       78,       6437,       3282,       33
773,       145042,       144276,       78,       6458,       3301,       29
774,       145731,       144964,       78,       6464,       3294,       45
775,       146384,       145616,       79,       6469,       3307,       46
776,       146786,       146017,       79,       6491,       3318,       52
777,       146882,       146112,       79,       6497,       3320,       57
778,       147486,       146715,       79,       6463,       3278,       54
779,       147494,       146722,       79,       6482,       3293,       49
780,       148054,       147281,       80,       6504,       3306,       55
781,       148564,       147790,       80,       6512,       3306,       47
782,       149070,       148295,       80,       6534,       3327,       51
783,       149304,       148528,       81,       6539,       3325,       48
784,       149433,       148656,       81,       6550,       3352,       57
785,       149746,       148968,       81,       6566,       3368,       48
786,       149923,       149144,       84,       6569,       3350,       46
787,       150201,       149421,       81,       6581,       3374,       45
788,       150781,       150000,       81,       6611,       3367,       51
789,       151197,       150415,       82,       6619,       3384,       45
790,       151828,       151045,       82,       6618,       3374,       50
791,       152276,       151492,       82,       6622,       3370,       48
792,       152777,       151992,       82,       6638,       3388,       54
793,       152831,       152045,       83,       6654,       3390,       49
794,       153327,       152540,       83,       6660,       3411,       53
795,       153695,       152907,       83,       6672,       3429,       45
796,       153996,       153207,       83,       6672,       3414,       50
797,       154470,       153680,       83,       6675,       3399,       48
798,       155022,       154231,       84,       6678,       3424,       51
799,       155143,       154351,       84,       6708,       3439,       48
800,       155535,       154742,       84,       6726,       3461,       54
801,       156136,       155342,       84,       6738,       3473,       50
802,       156579,       155784,       88,       6743,       3498,       67
803,       156698,       155902,       85,       6765,       3484,       53
804,       157320,       156523,       85,       6727,       3435,       65
805,       157766,       156968,       85,       6741,       3446,       56
806,       158354,       157555,       85,       6755,       3456,       58
807,       158449,       157649,       86,       6786,       3457,       53
808,       158810,       158009,       86,       6799,       3527,       58
809,       159089,       158287,       86,       6803,       3527,       47
810,       159314,       158511,       86,       6809,       3512,       50
811,       159413,       158609,       85,       6844,       3530,       50
812,       159826,       159021,       86,       6837,       3497,       51
813,       160638,       159833,       86,       6846,       3512,       46
814,       160881,       160075,       86,       6840,       3502,       50
815,       161504,       160697,       87,       6851,       3517,       47
816,       161917,       161109,       87,       6877,       3539,       54
817,       162712,       161903,       87,       6888,       3551,       48
818,       163281,       162471,       87,       6906,       3548,       50
819,       163815,       163004,       88,       6916,       3541,       48
820,       164619,       163807,       88,       6914,       3538,       55
821,       164794,       163981,       89,       6922,       3533,       50
822,       165287,       164473,       88,       6927,       3562,       58
823,       165660,       164845,       89,       6913,       3553,       51
824,       165887,       165071,       89,       6956,       3578,       56
825,       166452,       165635,       90,       6960,       3571,       59
826,       166845,       166027,       90,       6996,       3607,       62
827,       167199,       166380,       92,       6996,       3597,       57
828,       167618,       166798,       90,       6980,       3572,       55
829,       168388,       167567,       91,       7008,       3595,       47
830,       168523,       167701,       91,       7012,       3562,       51
831,       168741,       167918,       91,       6981,       3549,       51
832,       168948,       168124,       91,       7026,       3579,       56
833,       169199,       168374,       91,       7034,       3588,       50
834,       169776,       168950,       91,       7049,       3582,       53
835,       170525,       169698,       92,       7061,       3585,       49
836,       171248,       170420,       92,       7062,       3613,       57
837,       171285,       170456,       92,       7080,       3619,       48
838,       171684,       170854,       92,       7094,       3630,       52
839,       172305,       171474,       93,       7097,       3617,       62
840,       172423,       171591,       96,       7103,       3660,       58
841,       173152,       172319,       93,       7124,       3674,       55
842,       173703,       172869,       93,       7137,       3688,       60
843,       174085,       173250,       94,       7155,       3687,       51
844,       174114,       173278,       101,       7169,       3688,       53
845,       174157,       173320,       94,       7184,       3710,       50
846,       174880,       174042,       94,       7172,       3678,       55
847,       174932,       174093,       94,       7153,       3664,       53
848,       175263,       174423,       94,       7187,       3686,       60
849,       175672,       174831,       95,       7196,       3700,       52
850,       176426,       175584,       95,       7203,       3702,       56
851,       176513,       175670,       94,       7229,       3725,       55
852,       176555,       175711,       94,       7213,       3682,       59
853,       176938,       176093,       95,       7227,       3702,       54
854,       177341,       176495,       95,       7246,       3732,       54
855,       177841,       176994,       95,       7267,       3739,       52
856,       178639,       177791,       96,       7249,       3709,       57
857,       178901,       178052,       98,       7259,       3705,       54
858,       178970,       178120,       96,       7279,       3697,       54
859,       179495,       178644,       96,       7296,       3726,       53
860,       180093,       179241,       96,       7305,       3724,       68
861,       180702,       179849,       97,       7303,       3707,       52
862,       180934,       180080,       97,       7318,       3717,       54
863,       181273,       180418,       97,       7322,       3750,       51
864,       181413,       180557,       97,       7370,       3738,       56
865,       181683,       180826,       97,       7379,       3741,       50
866,       182401,       181543,       97,       7376,       3732,       51
867,       182855,       181996,       98,       7407,       3774,       49
868,       183020,       182160,       98,       7391,       3755,       57
869,       183102,       182241,       98,       7413,       3764,       61
870,       183590,       182728,       98,       7414,       3781,       57
871,       184059,       183196,       98,       7416,       3800,       63
872,       184494,       183630,       98,       7428,       3796,       66
873,       184904,       184039,       99,       7434,       3793,       58
874,       185769,       184903,       99,       7448,       3807,       56
875,       186335,       185468,       99,       7457,       3821,       58
876,       186596,       185728,       101,       7469,       3782,       58
877,       187370,       186501,       101,       7483,       3822,       59
878,       187806,       186936,       101,       7485,       3834,       62
879,       188424,       187553,       102,       7491,       3832,       54
880,       188857,       187985,       102,       7503,       3830,       58
881,       189269,       188396,       102,       7516,       3849,       50
882,       190122,       189248,       102,       7536,       3873,       53
883,       190919,       190044,       102,       7546,       3874,       52
884,       191059,       190183,       102,       7537,       3817,       66
885,       191692,       190815,       103,       7554,       3855,       53
886,       191875,       190997,       103,       7547,       3845,       56
887,       192235,       191356,       103,       7547,       3839,       53
888,       192531,       191651,       103,       7567,       3859,       59
889,       192951,       192070,       103,       7566,       3866,       54
890,       193398,       192516,       104,       7585,       3906,       56
891,       193500,       192617,       104,       7594,       3855,       55
892,       193552,       192668,       104,       7612,       3881,       59
893,       193585,       192700,       104,       7644,       3888,       59
894,       193678,       192792,       104,       7637,       3883,       66
895,       194541,       193654,       104,       7637,       3885,       58
896,       195241,       194353,       105,       7673,       3893,       66
897,       196042,       195153,       105,       7683,       3902,       59
898,       196504,       195614,       105,       7680,       3923,       59
899,       196543,       195652,       105,       7702,       3915,       56
900,       197072,       196180,       106,       7697,       3927,       61
901,       197455,       196562,       106,       7710,       3916,       57
902,       197547,       196653,       106,       7717,       3935,       61
903,       198291,       197396,       106,       7734,       3963,       58
904,       199150,       198254,       107,       7729,       3945,       59
905,       199628,       198731,       108,       7733,       3944,       53
906,       200276,       199378,       108,       7755,       3946,       56
907,       200436,       199537,       108,       7771,       3949,       53
908,       200799,       199899,       108,       7780,       3986,       73
909,       201489,       200588,       108,       7793,       3978,       59
910,       201765,       200863,       108,       7800,       3993,       59
911,       201992,       201089,       108,       7836,       4030,       59
912,       202687,       201783,       109,       7811,       3990,       62
913,       203478,       202573,       109,       7830,       3994,       56
914,       204289,       203383,       109,       7836,       4011,       60
915,       204806,       203899,       110,       7852,       4022,       58
916,       205093,       204185,       110,       7853,       4031,       73
917,       205614,       204705,       110,       7870,       4027,       59
918,       205949,       205039,       110,       7863,       4036,       63
919,       206404,       205493,       114,       7895,       4050,       67
920,       206461,       205549,       110,       7912,       4017,       68
921,       206521,       205608,       111,       7933,       4036,       54
922,       207106,       206192,       111,       7939,       4068,       56
923,       207530,       206615,       111,       7943,       4063,       54
924,       208381,       207465,       111,       7938,       4011,       60
925,       208812,       207895,       112,       7956,       4024,       55
926,       209680,       208762,       113,       7966,       4051,       60
927,       209718,       208799,       112,       7976,       4048,       62
928,       209735,       208815,       112,       7982,       4050,       62
929,       210153,       209232,       113,       7991,       4057,       56
930,       210454,       209532,       113,       8006,       4060,       60
931,       211064,       210141,       113,       8027,       4068,       59
932,       211100,       210176,       113,       8017,       4059,       61
933,       211626,       210701,       113,       8037,       4070,       57
934,       212286,       211360,       118,       8026,       4098,       76
935,       213137,       212210,       114,       8053,       4099,       67
936,       213772,       212844,       114,       8074,       4101,       62
937,       214628,       213699,       123,       8090,       4114,       55
938,       215454,       214524,       115,       8074,       4123,       61
939,       215487,       214556,       115,       8080,       4103,       56
940,       215697,       214765,       115,       8096,       4140,       62
941,       215842,       214909,       115,       8123,       4146,       59
942,       216213,       215279,       115,       8120,       4149,       60
943,       217155,       216220,       116,       8133,       4156,       62
944,       217404,       216468,       116,       8159,       4171,       64
945,       218246,       217309,       117,       8165,       4177,       59
946,       218577,       217639,       152,       8180,       4187,       68
947,       218880,       217941,       117,       8188,       4192,       61
948,       218962,       218022,       117,       8164,       4155,       68
949,       219326,       218385,       117,       8183,       4167,       60
950,       219796,       218854,       117,       8218,       4176,       71
951,       220048,       219105,       118,       8216,       4182,       68
952,       220586,       219642,       118,       8224,       4167,       83
953,       221179,       220234,       118,       8235,       4179,       58
954,       221566,       220620,       118,       8247,       4209,       68
955,       222094,       221147,       119,       8256,       4226,       61
956,       222631,       221683,       119,       8271,       4237,       63
957,       222975,       222026,       119,       8286,       4222,       70
958,       223667,       222717,       120,       8327,       4249,       62
959,       224301,       223350,       120,       8322,       4218,       59
960,       224304,       223352,       120,       8299,       4162,       66
961,       224746,       223793,       130,       8309,       4169,       58
962,       224886,       223932,       120,       8324,       4199,       58
963,       225145,       224190,       120,       8344,       4217,       57
964,       225871,       224915,       121,       8351,       4254,       67
965,       226024,       225067,       121,       8361,       4260,       57
966,       226332,       225374,       122,       8387,       4262,       62
967,       226459,       225500,       122,       8383,       4259,       68
968,       226856,       225896,       122,       8380,       4228,       72
969,       227284,       226323,       122,       8383,       4236,       62
970,       227915,       226953,       122,       8398,       4264,       63
971,       228606,       227643,       142,       8398,       4250,       66
972,       229117,       228153,       122,       8430,       4282,       72
973,       230079,       229114,       123,       8440,       4292,       61
974,       230980,       230014,       124,       8449,       4341,       67
975,       231744,       230777,       124,       8458,       4335,       64
976,       232215,       231247,       124,       8447,       4276,       69
977,       232351,       231382,       124,       8461,       4282,       65
978,       233094,       232124,       124,       8493,       4334,       62
979,       233798,       232827,       125,       8495,       4321,       61
980,       234111,       233139,       125,       8493,       4314,       64
981,       234448,       233475,       125,       8496,       4314,       72
982,       234621,       233647,       129,       8539,       4342,       68
983,       234812,       233837,       125,       8526,       4341,       64
984,       235709,       234733,       126,       8527,       4299,       68
985,       235958,       234981,       126,       8541,       4297,       73
986,       236186,       235208,       126,       8550,       4314,       67
987,       236197,       235218,       126,       8559,       4313,       64
988,       236324,       235344,       126,       8564,       4356,       70
989,       236509,       235528,       126,       8577,       4345,       65
990,       237433,       236451,       127,       8597,       4360,       75
991,       238119,       237136,       127,       8601,       4348,       72
992,       239097,       238113,       127,       8615,       4344,       66
993,       240044,       239059,       128,       8622,       4342,       60
994,       240211,       239225,       128,       8643,       4354,       61
995,       240838,       239851,       129,       8649,       4367,       60
996,       241202,       240214,       129,       8656,       4332,       65
997,       241592,       240603,       130,       8663,       4348,       2151
998,       241676,       240686,       256,       8671,       4377,       87
999,       242536,       241545,       250,       8680,       4363,       87
1000,       242884,       241892,       247,       8693,       4385,       84
